recommendation_instance_id,action_id,goal_id,action_type,description,frequency,duration_minutes,weekly_workload_minutes,schedule,owner,required_resource,prerequisites,evidence_codes,rationale,status
566ddbf405555ea770f101d4,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
566ddbf405555ea770f101d4,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
da0ba421f6a3e3cdeafc84f2,diagnose_topics,goal_week4_progress,diagnostic,Complete an advisor-reviewed topic diagnostic and identify two priority topics.,1 per week,45,45,week_1,student_with_advisor_review,advisor_or_topic_diagnostic,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
da0ba421f6a3e3cdeafc84f2,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_2,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
da0ba421f6a3e3cdeafc84f2,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_3,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
da0ba421f6a3e3cdeafc84f2,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_4,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
da0ba421f6a3e3cdeafc84f2,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
7a6d28dd54059364592fa733,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'high_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
7a6d28dd54059364592fa733,consolidation,goal_week4_progress,consolidation,Consolidate completed topics with an advanced or mixed practice set; avoid unnecessary overload.,1 per week,60,60,week_2,student_with_advisor_review,advanced_practice_material,['advisor_review'],"['trajectory_upward', 'high_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
7a6d28dd54059364592fa733,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_3,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'high_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
9dbd4867042374367be39670,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
9dbd4867042374367be39670,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
9dbd4867042374367be39670,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
9dbd4867042374367be39670,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
2f16ecde46be7d95b63b167f,diagnose_topics,goal_week4_progress,diagnostic,Complete an advisor-reviewed topic diagnostic and identify two priority topics.,1 per week,45,45,week_1,student_with_advisor_review,advisor_or_topic_diagnostic,['advisor_review'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
2f16ecde46be7d95b63b167f,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_2,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
2f16ecde46be7d95b63b167f,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_3,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
2f16ecde46be7d95b63b167f,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_4,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
2f16ecde46be7d95b63b167f,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
cd52e488e27240781bbfa7cc,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
cd52e488e27240781bbfa7cc,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
cd52e488e27240781bbfa7cc,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
cd52e488e27240781bbfa7cc,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
fa92fb372f34900c02cf08c4,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
fa92fb372f34900c02cf08c4,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
fa92fb372f34900c02cf08c4,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
fa92fb372f34900c02cf08c4,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_stable', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
33256e9db4a88ed50a101355,diagnose_topics,goal_week4_progress,diagnostic,Complete an advisor-reviewed topic diagnostic and identify two priority topics.,1 per week,45,45,week_1,student_with_advisor_review,advisor_or_topic_diagnostic,['advisor_review'],"['trajectory_stable', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
33256e9db4a88ed50a101355,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_2,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_stable', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
33256e9db4a88ed50a101355,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_3,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_stable', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
33256e9db4a88ed50a101355,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_4,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_stable', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
33256e9db4a88ed50a101355,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_stable', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a17d0f541492ed20f929f9a5,diagnose_topics,goal_week4_progress,diagnostic,Complete an advisor-reviewed topic diagnostic and identify two priority topics.,1 per week,45,45,week_1,student_with_advisor_review,advisor_or_topic_diagnostic,['advisor_review'],"['trajectory_stable', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a17d0f541492ed20f929f9a5,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_2,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_stable', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a17d0f541492ed20f929f9a5,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_3,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_stable', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a17d0f541492ed20f929f9a5,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_4,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_stable', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a17d0f541492ed20f929f9a5,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_stable', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
e88d15bf7372c6372fd9c86b,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
e88d15bf7372c6372fd9c86b,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
e88d15bf7372c6372fd9c86b,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
e88d15bf7372c6372fd9c86b,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
8fda407fa9dfb25cfc0b690e,diagnose_topics,goal_week4_progress,diagnostic,Complete an advisor-reviewed topic diagnostic and identify two priority topics.,1 per week,45,45,week_1,student_with_advisor_review,advisor_or_topic_diagnostic,['advisor_review'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
8fda407fa9dfb25cfc0b690e,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_2,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
8fda407fa9dfb25cfc0b690e,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_3,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
8fda407fa9dfb25cfc0b690e,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_4,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
8fda407fa9dfb25cfc0b690e,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_downward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
e11b97505f42cf0670f2b3b8,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_stable', 'high_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
e11b97505f42cf0670f2b3b8,consolidation,goal_week4_progress,consolidation,Consolidate completed topics with an advanced or mixed practice set; avoid unnecessary overload.,1 per week,60,60,week_2,student_with_advisor_review,advanced_practice_material,['advisor_review'],"['trajectory_stable', 'high_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
e11b97505f42cf0670f2b3b8,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_3,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_stable', 'high_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
3ec4a8dd07093b264cd73c1a,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
3ec4a8dd07093b264cd73c1a,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
3ec4a8dd07093b264cd73c1a,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
3ec4a8dd07093b264cd73c1a,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
65cdd9b744c303ee32c8e5e7,diagnose_topics,goal_week4_progress,diagnostic,Complete an advisor-reviewed topic diagnostic and identify two priority topics.,1 per week,45,45,week_1,student_with_advisor_review,advisor_or_topic_diagnostic,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
65cdd9b744c303ee32c8e5e7,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_2,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
65cdd9b744c303ee32c8e5e7,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_3,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
65cdd9b744c303ee32c8e5e7,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_4,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
65cdd9b744c303ee32c8e5e7,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a44a291e64e4295d740bd6a3,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a44a291e64e4295d740bd6a3,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a44a291e64e4295d740bd6a3,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
a44a291e64e4295d740bd6a3,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
ed53d436bc52c346c602a251,diagnose_topics,goal_week4_progress,diagnostic,Complete an advisor-reviewed topic diagnostic and identify two priority topics.,1 per week,45,45,week_1,student_with_advisor_review,advisor_or_topic_diagnostic,['advisor_review'],"['trajectory_stable', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
ed53d436bc52c346c602a251,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_2,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_stable', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
ed53d436bc52c346c602a251,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_3,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_stable', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
ed53d436bc52c346c602a251,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_4,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_stable', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
ed53d436bc52c346c602a251,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_stable', 'low_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
1f58ea5e0d27d0a65cf7d31c,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'high_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
1f58ea5e0d27d0a65cf7d31c,consolidation,goal_week4_progress,consolidation,Consolidate completed topics with an advanced or mixed practice set; avoid unnecessary overload.,1 per week,60,60,week_2,student_with_advisor_review,advanced_practice_material,['advisor_review'],"['trajectory_upward', 'high_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
1f58ea5e0d27d0a65cf7d31c,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_3,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'high_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
4a32753d43c9aacfa98a3b07,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_downward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
4a32753d43c9aacfa98a3b07,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_downward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
4a32753d43c9aacfa98a3b07,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_downward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
4a32753d43c9aacfa98a3b07,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_downward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
3bed7f4b5466274ad80e822d,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
3bed7f4b5466274ad80e822d,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
3bed7f4b5466274ad80e822d,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
3bed7f4b5466274ad80e822d,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
034ed8eb371d5116de1341e8,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
034ed8eb371d5116de1341e8,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
034ed8eb371d5116de1341e8,retrieval_quiz,goal_week4_progress,retrieval,Complete one short retrieval quiz and record common errors for advisor discussion.,1 per week,30,30,week_3,student_with_advisor_review,quiz_material,['targeted_practice'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
034ed8eb371d5116de1341e8,progress_review,goal_week4_progress,review,"Review completion, difficulty and current measurement with the advisor; continue, revise or close the plan.",1 per week,20,20,week_4,student_with_advisor_review,advisor,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
93cee72dc2d16ac5f6117231,schedule_review,goal_week4_progress,planning,Create a realistic weekly study schedule with the advisor and revise it when commitments conflict.,1 per week,20,20,week_1,student_with_advisor_review,schedule_template,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
93cee72dc2d16ac5f6117231,targeted_practice,goal_week4_progress,practice,Complete targeted practice for the advisor-confirmed priority topics and record completion.,2 per week,45,45,week_2,student_with_advisor_review,practice_materials,['advisor_review'],"['trajectory_upward', 'medium_predicted_achievement']",Rule-based action mapped to G1/G2 trajectory and predicted achievement band; non-causal.,draft
