panel,case_id,action_id,review_record_id,evidence_ids,old_prediction_dependent,evidence_reproducible,action_semantics_unchanged,portability_status,reason
A,case_8fb5bb3920679630028e53e1,STUDY_REGULARITY,94b14809173789607164a8075d4c805be8a9e045f577cbada6d9bc07fe56e60f,regularity_score|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_3bf6c945f32ea965c3549ef9,QUIZ_RETRIEVAL_PRACTICE,1299d2746452e6945a59a89a285745c33304adee7d47222dc05cd6482bb2ecf1,quiz_activity|quiz_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_3bf6c945f32ea965c3549ef9,ASSESSMENT_COMPLETION,918d0de94981d5c1871f6a3dacba1d78a105c68a94105f77c6edcac256b778c6,assessments_due|due_soon_count,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_3bf6c945f32ea965c3549ef9,RECOVER_ENGAGEMENT,9a521436e555d9621e39948fe1c0a058d92d53781fbfc2ef729e01d791cef684,active_day_rate|inactivity_streak,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_3bf6c945f32ea965c3549ef9,STUDY_REGULARITY,27b8c1c8a33d380f2aa68bed5c9fad7ae720205043bb68a067cdf464c46fbe0f,regularity_score,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_e4ab704c2e724eda29454904,QUIZ_RETRIEVAL_PRACTICE,ada21d01405109e536842a2341e0d38b952a658e802ff5c4b19f136ae7bffd75,quiz_activity|quiz_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_e4ab704c2e724eda29454904,ASSESSMENT_COMPLETION,071e35f3de41836ee86dc4edf0c60f0fea5a4799f25b50cb8cb2a8af1f4addf5,assessments_due|due_soon_count,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_e4ab704c2e724eda29454904,RECOVER_ENGAGEMENT,713b8166efa31d1066faa00e3cdd52a0e5ae40000abee57e8f719ec040062a74,active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_e4ab704c2e724eda29454904,STUDY_REGULARITY,7779c3883363830f2568ed82a513cb1753d231a9b2f58b92b1d9bae53ff6f073,regularity_score,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_4db54e4e36d57917884a7875,QUIZ_RETRIEVAL_PRACTICE,0effaee28ad5928bd25ec30f363e637ab613270b2a1c2f292dcba59744eda325,quiz_activity|quiz_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_4db54e4e36d57917884a7875,ASSESSMENT_COMPLETION,84df81938b3ec0c8aaa7fa1b2375103007f5aec7f7f3c420ef895622d73e7125,assessments_due|missing_assessment_count|completion_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_4db54e4e36d57917884a7875,RECOVER_ENGAGEMENT,667c39c7d3f2306cda4fceed87ea4b9bd66509582fae67287ba4dd4c37ab8729,active_day_rate|inactivity_streak,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_4db54e4e36d57917884a7875,STUDY_REGULARITY,3b6f2484b26ea2798fec43f2578b11c72585fff0ad5fac606444fd2508837e4e,regularity_score|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_95671451e59b5b8016a421ba,QUIZ_RETRIEVAL_PRACTICE,be990bd469b957d4bb9a8613d64169f57954b251a993eb9f5fcb584072513059,quiz_activity|quiz_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_95671451e59b5b8016a421ba,ASSESSMENT_COMPLETION,bd8794c0c4232a76716cf4c270a4957eca146a8d4301c88e86ea782649d91d0b,missing_assessment_count|assessments_due,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_95671451e59b5b8016a421ba,RECOVER_ENGAGEMENT,f0a5659ff8d410a4d99a3fe6b06446098d6f5777c2a1e6c467cd5d4f64c541b6,active_day_rate|inactivity_streak,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_95671451e59b5b8016a421ba,STUDY_REGULARITY,120b2d5e6065f4bcfca88c1340cfeeabce3edb48739499ee1f77bfcb1a489ba8,regularity_score,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_e7fb0221006adb59d4259b95,QUIZ_RETRIEVAL_PRACTICE,2ab3308e13ec9d4bd1d219bf22d7da7de1a9a301bcdb0be96c3d665a2a1775dd,quiz_activity|quiz_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_e7fb0221006adb59d4259b95,STUDY_REGULARITY,487c8f354c6ce938598056695e56005de9e69ec3d1ba3a923ee49692ca7b2c5d,regularity_score|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_ea788a1d959b5c1e6e06dfcc,QUIZ_RETRIEVAL_PRACTICE,e53e3d82d28dbf33a9503681b81afccdff4138dfdfed6ebdf9953addacf03d30,quiz_activity|quiz_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_ea788a1d959b5c1e6e06dfcc,ASSESSMENT_COMPLETION,76202c007717dfc1945c89c886f2bbffeaa056a583e5f2a6f23c05ec00da02e4,assessments_due|missing_assessment_count|completion_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_ea788a1d959b5c1e6e06dfcc,STUDY_REGULARITY,4d2a68cb3fa09fff847220ef3c7864ea4f20f4758ac78e7804efcb0c1f37e4cc,regularity_score|active_day_rate|inactivity_streak,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_c37f796b0cf91a6e2cef1a3c,QUIZ_RETRIEVAL_PRACTICE,ff19dee7dbca08d2da0dfbf876c59ee42b09160b63f953acb5353fdf6651049a,quiz_activity|quiz_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_c37f796b0cf91a6e2cef1a3c,STUDY_REGULARITY,38511744a9cf8eab9c7d6eb35e909d50a16aa5db5372558fe562625dd15322b9,regularity_score|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_13bd6aaf3084ce846bf81257,QUIZ_RETRIEVAL_PRACTICE,d8f3b143cdf5bb26de9463ee893900e0d2990f777c4ee6141e545550a5ed179a,quiz_available|quiz_activity,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_13bd6aaf3084ce846bf81257,ASSESSMENT_COMPLETION,0c5a33ae01c16cd385cb123168f42fd70193ce5387e36e83d2271f8aae88a90c,missing_assessment_count|completion_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_13bd6aaf3084ce846bf81257,RECOVER_ENGAGEMENT,cec1e4b387dbd511b632ec3cbf89223c23a382c409006cdb3f5fed1f96ebc276,inactivity_streak|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_13bd6aaf3084ce846bf81257,STUDY_REGULARITY,b43fed11e0356217307ff4692695b3a419c78c060611c2015c51e0b2b66864c9,regularity_score,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_2dac9021088b04eb5374497d,QUIZ_RETRIEVAL_PRACTICE,b60d68170e61fad1f49a35a7baed3d2d1725f83854b0682d62f3fd3e0eb5b3ff,quiz_activity|quiz_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_2dac9021088b04eb5374497d,ASSESSMENT_COMPLETION,2f8f33ed2b43a3e324a60a048b5bc86ad87024de385e85bb5a316aa8165ce759,assessments_due|due_soon_count|missing_assessment_count,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_2dac9021088b04eb5374497d,STUDY_REGULARITY,ddd204557078bdcb2c68e09707de9ddbf2d7121a41283384432590b15afd140f,regularity_score|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_ec494ce376a1b7aeac832156,QUIZ_RETRIEVAL_PRACTICE,210e5867f1470f23ee97811259af31cb2ddd74d26dcd15521fc25c24d02717c8,quiz_activity|quiz_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_ec494ce376a1b7aeac832156,STUDY_REGULARITY,d229025587f127be73e892514abb3de2705020cd5f42dc297944432d6e5161cb,regularity_score|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_c9b63ffc5daddb501bc0057c,QUIZ_RETRIEVAL_PRACTICE,b99249fd6977722a758bf92031e2bff808b45c139b8d5850be75275ac9a43a6e,quiz_activity|quiz_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_c9b63ffc5daddb501bc0057c,STUDY_REGULARITY,0fa202411cdd24f50b7263eea61a03fbb8d3673bbc878a8a82616fdfc4a2cffc,regularity_score|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_200b8989cc7cd70881643811,QUIZ_RETRIEVAL_PRACTICE,48d9f9d6ed9ccb612204fe96c6f87222e1dade04e7e5a2b80c57000f11d408d6,quiz_activity|quiz_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_200b8989cc7cd70881643811,RECOVER_ENGAGEMENT,3f48a66c377518f341a01369178d109f154c108b619e4461e94485bf5c07846b,active_day_rate|inactivity_streak,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_200b8989cc7cd70881643811,STUDY_REGULARITY,8173c8e16ed545623840ccf20fcd2c9058a9d2664c466f11a6f43c477ef5f7a4,regularity_score,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_fc9a8876e47ea16a0f570e17,QUIZ_RETRIEVAL_PRACTICE,2714baa9c4623e3655c0bb6f445ca9bd2c0b9d39a5b2cf976297c10529dc3dba,quiz_activity|quiz_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_fc9a8876e47ea16a0f570e17,ASSESSMENT_COMPLETION,3aac2ba18a094ae9a525cdecee11aba9d65b040c382633e173fc3d34f401cdf9,assessments_due|due_soon_count,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_fc9a8876e47ea16a0f570e17,RECOVER_ENGAGEMENT,77bcfc33a4a931e522b846c44d7fae614bf611804f6f954f5eb37f072838e6d2,active_day_rate|inactivity_streak,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_fc9a8876e47ea16a0f570e17,STUDY_REGULARITY,4dd21b74dcf887bafd7fcae4b15a386d1a94940dc818751c46a286cbbc19a2cd,regularity_score|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_fc9a8876e47ea16a0f570e17,TARGETED_CONTENT_REVIEW,9d22f6d5a19a7240c7f1456b2e454692571f66e168a670289d22d6bd9f19e1d5,content_coverage|study_material_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_e7d5ba51f6ac7afec4542236,QUIZ_RETRIEVAL_PRACTICE,0795b0d337d8f474ee781879f03eed40f21c42be9dcb4eafb8e89374a5fb583a,quiz_activity|quiz_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_e7d5ba51f6ac7afec4542236,RECOVER_ENGAGEMENT,af550de508b6ea36085d49ff373ca7364bffd669a525f9bbe7116dbb3cc5e77a,inactivity_streak|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_e7d5ba51f6ac7afec4542236,STUDY_REGULARITY,1d3f56e615b0262608e38c3483045ad8030a51093e6b7ee44d523fce2c536425,regularity_score|active_day_rate,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_e7d5ba51f6ac7afec4542236,TARGETED_CONTENT_REVIEW,465a6887ec970e3abe3603a4fcd3be58f2900e4bb1fb3c9661d266f4cd631d6c,content_coverage,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_50aa86066e8c9c340f1781d3,QUIZ_RETRIEVAL_PRACTICE,351322d4c39baae0b41a520208c73f7299ff6700e94a24d95de03e9c5b9eecf4,quiz_activity|quiz_available,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_50aa86066e8c9c340f1781d3,ASSESSMENT_COMPLETION,4827fc0e54a93b65a1e1f9b42d965d62a41b990a88c1713d1c40527067e18bc9,assessments_due|due_soon_count|missing_assessment_count,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
A,case_50aa86066e8c9c340f1781d3,RECOVER_ENGAGEMENT,2d1e653c9164d35b6344ef668386db23d9adeec02124d687784f0a83ac37f913,active_day_rate|inactivity_streak,true,false,true,CONDITIONALLY_PORTABLE,"Prompt payload includes H1-derived risk_band and uncertainty_band (numeric risk_probability not shown; evidence_ids enum excludes risk). Gemini cited behavioral/feasibility fields only. Same student-stage case is not reconstructable from main without Module_recomend landmark table. If Phase4 C0 changes band assignment or cutoff-safe evidence values, prompt context changes. Panel B rows are historical V2 heldout and must not be used to tune V3."
